Date,Open,High,Low,Close,Adj Close,Volume
04-01-2010,1116.560059,1133.869995,1116.560059,1132.98999,1132.98999,3991400000
05-01-2010,1132.660034,1136.630005,1129.660034,1136.52002,1136.52002,2491020000
06-01-2010,1135.709961,1139.189941,1133.949951,1137.140015,1137.140015,4972660000
07-01-2010,1136.27002,1142.459961,1131.319946,1141.689941,1141.689941,5270680000
08-01-2010,1140.52002,1145.390015,1136.219971,1144.97998,1144.97998,4389590000
11-01-2010,1145.959961,1149.73999,1142.02002,1146.97998,1146.97998,4255780000
12-01-2010,1143.810059,1143.810059,1131.77002,1136.219971,1136.219971,4716160000
13-01-2010,1137.310059,1148.400024,1133.180054,1145.680054,1145.680054,4170360000
14-01-2010,1145.680054,1150.410034,1143.800049,1148.459961,1148.459961,3915200000
15-01-2010,1147.719971,1147.77002,1131.390015,1136.030029,1136.030029,4758730000
19-01-2010,1136.030029,1150.449951,1135.77002,1150.22998,1150.22998,4724830000
20-01-2010,1147.949951,1147.949951,1129.25,1138.040039,1138.040039,4810560000
21-01-2010,1138.680054,1141.579956,1114.839966,1116.47998,1116.47998,6874290000
22-01-2010,1115.48999,1115.48999,1090.180054,1091.76001,1091.76001,6208650000
25-01-2010,1092.400024,1102.969971,1092.400024,1096.780029,1096.780029,4481390000
26-01-2010,1095.800049,1103.689941,1089.859985,1092.170044,1092.170044,4731910000
27-01-2010,1091.939941,1099.51001,1083.109985,1097.5,1097.5,5319120000
28-01-2010,1096.930054,1100.219971,1078.459961,1084.530029,1084.530029,5452400000
29-01-2010,1087.609985,1096.449951,1071.589966,1073.869995,1073.869995,5412850000
01-02-2010,1073.890015,1089.380005,1073.890015,1089.189941,1089.189941,4077610000
02-02-2010,1090.050049,1104.72998,1087.959961,1103.319946,1103.319946,4749540000
03-02-2010,1100.670044,1102.719971,1093.969971,1097.280029,1097.280029,4285450000
04-02-2010,1097.25,1097.25,1062.780029,1063.109985,1063.109985,5859690000
05-02-2010,1064.119995,1067.130005,1044.5,1066.189941,1066.189941,6438900000
08-02-2010,1065.51001,1071.199951,1056.51001,1056.73999,1056.73999,4089820000
09-02-2010,1060.060059,1079.280029,1060.060059,1070.52002,1070.52002,5114260000
10-02-2010,1069.680054,1073.670044,1059.339966,1068.130005,1068.130005,4251450000
11-02-2010,1067.099976,1080.040039,1060.589966,1078.469971,1078.469971,4400870000
12-02-2010,1075.949951,1077.810059,1062.969971,1075.51001,1075.51001,4160680000
16-02-2010,1079.130005,1095.670044,1079.130005,1094.869995,1094.869995,4080770000
17-02-2010,1096.140015,1101.030029,1094.719971,1099.51001,1099.51001,4259230000
18-02-2010,1099.030029,1108.23999,1097.47998,1106.75,1106.75,3878620000
19-02-2010,1105.48999,1112.420044,1100.800049,1109.170044,1109.170044,3944280000
22-02-2010,1110,1112.290039,1105.380005,1108.01001,1108.01001,3814440000
23-02-2010,1107.48999,1108.579956,1092.180054,1094.599976,1094.599976,4521050000
24-02-2010,1095.890015,1106.420044,1095.5,1105.23999,1105.23999,4168360000
25-02-2010,1101.23999,1103.5,1086.02002,1102.939941,1102.939941,4521130000
26-02-2010,1103.099976,1107.23999,1097.560059,1104.48999,1104.48999,3945190000
01-03-2010,1105.359985,1116.109985,1105.359985,1115.709961,1115.709961,3847640000
02-03-2010,1117.01001,1123.459961,1116.51001,1118.310059,1118.310059,4134680000
03-03-2010,1119.359985,1125.640015,1116.579956,1118.790039,1118.790039,3951320000
04-03-2010,1119.119995,1123.72998,1116.660034,1122.969971,1122.969971,3945010000
05-03-2010,1125.119995,1139.380005,1125.119995,1138.699951,1138.699951,4133000000
08-03-2010,1138.400024,1141.050049,1136.77002,1138.5,1138.5,3774680000
09-03-2010,1137.560059,1145.369995,1134.900024,1140.449951,1140.449951,5185570000
10-03-2010,1140.219971,1148.26001,1140.089966,1145.609985,1145.609985,5469120000
11-03-2010,1143.959961,1150.23999,1138.98999,1150.23999,1150.23999,4669060000
12-03-2010,1151.709961,1153.410034,1146.969971,1149.98999,1149.98999,4928160000
15-03-2010,1148.530029,1150.97998,1141.449951,1150.51001,1150.51001,4164110000
16-03-2010,1150.829956,1160.280029,1150.349976,1159.459961,1159.459961,4369770000
17-03-2010,1159.939941,1169.839966,1159.939941,1166.209961,1166.209961,4963200000
18-03-2010,1166.130005,1167.77002,1161.160034,1165.829956,1165.829956,4234510000
19-03-2010,1166.680054,1169.199951,1155.329956,1159.900024,1159.900024,5212410000
22-03-2010,1157.25,1167.819946,1152.880005,1165.810059,1165.810059,4261680000
23-03-2010,1166.469971,1174.719971,1163.829956,1174.170044,1174.170044,4411640000
24-03-2010,1172.699951,1173.040039,1166.01001,1167.719971,1167.719971,4705750000
25-03-2010,1170.030029,1180.689941,1165.089966,1165.72998,1165.72998,5668900000
26-03-2010,1167.579956,1173.930054,1161.47998,1166.589966,1166.589966,4708420000
29-03-2010,1167.709961,1174.849976,1167.709961,1173.219971,1173.219971,4375580000
30-03-2010,1173.75,1177.829956,1168.920044,1173.27002,1173.27002,4085000000
31-03-2010,1171.75,1174.560059,1165.77002,1169.430054,1169.430054,4484340000
01-04-2010,1171.22998,1181.430054,1170.689941,1178.099976,1178.099976,4006870000
05-04-2010,1178.709961,1187.72998,1178.709961,1187.439941,1187.439941,3881620000
06-04-2010,1186.01001,1191.800049,1182.77002,1189.439941,1189.439941,4086180000
07-04-2010,1188.22998,1189.599976,1177.25,1182.449951,1182.449951,5101430000
08-04-2010,1181.75,1188.550049,1175.119995,1186.439941,1186.439941,4726970000
09-04-2010,1187.469971,1194.660034,1187.150024,1194.369995,1194.369995,4511570000
12-04-2010,1194.939941,1199.199951,1194.709961,1196.47998,1196.47998,4607090000
13-04-2010,1195.939941,1199.040039,1188.819946,1197.300049,1197.300049,5403580000
14-04-2010,1198.689941,1210.650024,1198.689941,1210.650024,1210.650024,5760040000
15-04-2010,1210.77002,1213.920044,1208.5,1211.670044,1211.670044,5995330000
16-04-2010,1210.170044,1210.170044,1186.77002,1192.130005,1192.130005,8108470000
19-04-2010,1192.060059,1197.869995,1183.680054,1197.52002,1197.52002,6597740000
20-04-2010,1199.040039,1208.579956,1199.040039,1207.170044,1207.170044,5316590000
21-04-2010,1207.160034,1210.98999,1198.849976,1205.939941,1205.939941,5724310000
22-04-2010,1202.52002,1210.27002,1190.189941,1208.670044,1208.670044,6035780000
23-04-2010,1207.869995,1217.280029,1205.099976,1217.280029,1217.280029,5326060000
26-04-2010,1217.069946,1219.800049,1211.069946,1212.050049,1212.050049,5647760000
27-04-2010,1209.920044,1211.380005,1181.619995,1183.709961,1183.709961,7454540000
28-04-2010,1184.589966,1195.050049,1181.810059,1191.359985,1191.359985,6342310000
29-04-2010,1193.300049,1209.359985,1193.300049,1206.780029,1206.780029,6059410000
30-04-2010,1206.77002,1207.98999,1186.319946,1186.689941,1186.689941,6048260000
03-05-2010,1188.579956,1205.130005,1188.579956,1202.26001,1202.26001,4938050000
04-05-2010,1197.5,1197.5,1168.119995,1173.599976,1173.599976,6594720000
05-05-2010,1169.23999,1175.949951,1158.150024,1165.869995,1165.869995,6795940000
06-05-2010,1164.380005,1167.579956,1065.790039,1128.150024,1128.150024,10617810000
07-05-2010,1127.040039,1135.130005,1094.150024,1110.880005,1110.880005,9472910000
10-05-2010,1122.27002,1163.849976,1122.27002,1159.72998,1159.72998,6893700000
11-05-2010,1156.390015,1170.47998,1147.709961,1155.790039,1155.790039,5842550000
12-05-2010,1155.430054,1172.869995,1155.430054,1171.670044,1171.670044,5225460000
13-05-2010,1170.040039,1173.569946,1156.140015,1157.439941,1157.439941,4870640000
14-05-2010,1157.189941,1157.189941,1126.140015,1135.680054,1135.680054,6126400000
17-05-2010,1136.52002,1141.880005,1114.959961,1136.939941,1136.939941,5922920000
18-05-2010,1138.780029,1148.660034,1117.199951,1120.800049,1120.800049,6170840000
19-05-2010,1119.569946,1124.27002,1100.660034,1115.050049,1115.050049,6765800000
20-05-2010,1107.339966,1107.339966,1071.579956,1071.589966,1071.589966,8328570000
21-05-2010,1067.26001,1090.160034,1055.900024,1087.689941,1087.689941,5452130000
24-05-2010,1084.780029,1089.949951,1072.699951,1073.650024,1073.650024,5224040000
25-05-2010,1067.420044,1074.75,1040.780029,1074.030029,1074.030029,7329580000
26-05-2010,1075.51001,1090.75,1065.589966,1067.949951,1067.949951,4521050000
27-05-2010,1074.27002,1103.52002,1074.27002,1103.060059,1103.060059,5698460000
28-05-2010,1102.589966,1102.589966,1084.780029,1089.410034,1089.410034,4871210000
01-06-2010,1087.300049,1094.77002,1069.890015,1070.709961,1070.709961,5271480000
02-06-2010,1073.01001,1098.560059,1072.030029,1098.380005,1098.380005,5026360000
03-06-2010,1098.819946,1105.670044,1091.810059,1102.829956,1102.829956,4995970000
04-06-2010,1098.430054,1098.430054,1060.5,1064.880005,1064.880005,6180580000
07-06-2010,1065.839966,1071.359985,1049.859985,1050.469971,1050.469971,5467560000
08-06-2010,1050.810059,1063.150024,1042.170044,1062,1062,6192750000
09-06-2010,1062.75,1077.73999,1052.25,1055.689941,1055.689941,5983200000
10-06-2010,1058.77002,1087.849976,1058.77002,1086.839966,1086.839966,5144780000
11-06-2010,1082.650024,1092.25,1077.119995,1091.599976,1091.599976,4059280000
14-06-2010,1095,1105.910034,1089.030029,1089.630005,1089.630005,4425830000
15-06-2010,1091.209961,1115.589966,1091.209961,1115.22998,1115.22998,4644490000
16-06-2010,1114.02002,1118.73999,1107.130005,1114.609985,1114.609985,5002600000
17-06-2010,1115.97998,1117.719971,1105.869995,1116.040039,1116.040039,4557760000
18-06-2010,1116.160034,1121.01001,1113.930054,1117.51001,1117.51001,4555360000
21-06-2010,1122.790039,1131.22998,1108.23999,1113.199951,1113.199951,4514360000
22-06-2010,1113.900024,1118.5,1094.180054,1095.310059,1095.310059,4514380000
23-06-2010,1095.569946,1099.640015,1085.310059,1092.040039,1092.040039,4526150000
24-06-2010,1090.930054,1090.930054,1071.599976,1073.689941,1073.689941,4814830000
25-06-2010,1075.099976,1083.560059,1067.890015,1076.76001,1076.76001,5128840000
28-06-2010,1077.5,1082.599976,1071.449951,1074.569946,1074.569946,3896410000
29-06-2010,1071.099976,1071.099976,1035.180054,1041.23999,1041.23999,6136700000
30-06-2010,1040.560059,1048.079956,1028.329956,1030.709961,1030.709961,5067080000
01-07-2010,1031.099976,1033.579956,1010.909973,1027.369995,1027.369995,6435770000
02-07-2010,1027.650024,1032.949951,1015.929993,1022.580017,1022.580017,3968500000
06-07-2010,1028.089966,1042.5,1018.349976,1028.060059,1028.060059,4691240000
07-07-2010,1028.540039,1060.890015,1028.540039,1060.27002,1060.27002,4931220000
08-07-2010,1062.920044,1071.25,1058.23999,1070.25,1070.25,4548460000
09-07-2010,1070.5,1078.160034,1068.099976,1077.959961,1077.959961,3506570000
12-07-2010,1077.22998,1080.780029,1070.449951,1078.75,1078.75,3426990000
13-07-2010,1080.650024,1099.459961,1080.650024,1095.339966,1095.339966,4640460000
14-07-2010,1095.609985,1099.079956,1087.680054,1095.170044,1095.170044,4521050000
15-07-2010,1094.459961,1098.660034,1080.530029,1096.47998,1096.47998,4552470000
16-07-2010,1093.849976,1093.849976,1063.319946,1064.880005,1064.880005,5297350000
19-07-2010,1066.849976,1074.699951,1061.109985,1071.25,1071.25,4089500000
20-07-2010,1064.530029,1083.939941,1056.880005,1083.47998,1083.47998,4713280000
21-07-2010,1086.670044,1088.959961,1065.25,1069.589966,1069.589966,4747180000
22-07-2010,1072.140015,1097.5,1072.140015,1093.670044,1093.670044,4826900000
23-07-2010,1092.170044,1103.72998,1087.880005,1102.660034,1102.660034,4524570000
26-07-2010,1102.890015,1115.01001,1101.300049,1115.01001,1115.01001,4009650000
27-07-2010,1117.359985,1120.949951,1109.780029,1113.839966,1113.839966,4725690000
28-07-2010,1112.839966,1114.660034,1103.109985,1106.130005,1106.130005,4002390000
29-07-2010,1108.069946,1115.900024,1092.819946,1101.530029,1101.530029,4612420000
30-07-2010,1098.439941,1106.439941,1088.01001,1101.599976,1101.599976,4006450000
02-08-2010,1107.530029,1127.300049,1107.530029,1125.859985,1125.859985,4144180000
03-08-2010,1125.339966,1125.439941,1116.76001,1120.459961,1120.459961,4071820000
04-08-2010,1121.060059,1128.75,1119.459961,1127.23999,1127.23999,4057850000
05-08-2010,1125.780029,1126.560059,1118.810059,1125.810059,1125.810059,3685560000
06-08-2010,1122.069946,1123.060059,1107.170044,1121.640015,1121.640015,3857890000
09-08-2010,1122.800049,1129.23999,1120.910034,1127.790039,1127.790039,3979360000
10-08-2010,1122.920044,1127.160034,1111.579956,1121.060059,1121.060059,3979360000
11-08-2010,1116.890015,1116.890015,1088.550049,1089.469971,1089.469971,4511860000
12-08-2010,1081.47998,1086.719971,1076.689941,1083.609985,1083.609985,4521050000
13-08-2010,1082.219971,1086.25,1079,1079.25,1079.25,3328890000
16-08-2010,1077.48999,1082.619995,1069.48999,1079.380005,1079.380005,3142450000
17-08-2010,1081.160034,1100.140015,1081.160034,1092.540039,1092.540039,3968210000
18-08-2010,1092.079956,1099.77002,1085.76001,1094.160034,1094.160034,3724260000
19-08-2010,1092.439941,1092.439941,1070.660034,1075.630005,1075.630005,4290540000
20-08-2010,1075.630005,1075.630005,1063.910034,1071.689941,1071.689941,3761570000
23-08-2010,1073.359985,1081.579956,1067.079956,1067.359985,1067.359985,3210950000
24-08-2010,1063.199951,1063.199951,1046.680054,1051.869995,1051.869995,4436330000
25-08-2010,1048.97998,1059.380005,1039.829956,1055.329956,1055.329956,4360190000
26-08-2010,1056.280029,1061.449951,1045.400024,1047.219971,1047.219971,3646710000
27-08-2010,1049.27002,1065.209961,1039.699951,1064.589966,1064.589966,4102460000
30-08-2010,1062.900024,1064.400024,1048.790039,1048.920044,1048.920044,2917990000
31-08-2010,1046.880005,1055.140015,1040.880005,1049.329956,1049.329956,4038770000
01-09-2010,1049.719971,1081.300049,1049.719971,1080.290039,1080.290039,4396880000
02-09-2010,1080.660034,1090.099976,1080.390015,1090.099976,1090.099976,3704210000
03-09-2010,1093.609985,1105.099976,1093.609985,1104.51001,1104.51001,3534500000
07-09-2010,1102.599976,1102.599976,1091.150024,1091.839966,1091.839966,3107380000
08-09-2010,1092.359985,1103.26001,1092.359985,1098.869995,1098.869995,3224640000
09-09-2010,1101.150024,1110.27002,1101.150024,1104.180054,1104.180054,3387770000
10-09-2010,1104.569946,1110.880005,1103.920044,1109.550049,1109.550049,3061160000
13-09-2010,1113.380005,1123.869995,1113.380005,1121.900024,1121.900024,4521050000
14-09-2010,1121.160034,1127.359985,1115.579956,1121.099976,1121.099976,4521050000
15-09-2010,1119.430054,1126.459961,1114.630005,1125.069946,1125.069946,3369840000
16-09-2010,1123.890015,1125.439941,1118.880005,1124.660034,1124.660034,3364080000
17-09-2010,1126.390015,1131.469971,1122.430054,1125.589966,1125.589966,4086140000
20-09-2010,1126.569946,1144.859985,1126.569946,1142.709961,1142.709961,3364080000
21-09-2010,1142.819946,1148.589966,1136.219971,1139.780029,1139.780029,4175660000
22-09-2010,1139.48999,1144.380005,1131.579956,1134.280029,1134.280029,3911070000
23-09-2010,1131.099976,1136.77002,1122.790039,1124.829956,1124.829956,3847850000
24-09-2010,1131.689941,1148.900024,1131.689941,1148.670044,1148.670044,4123950000
27-09-2010,1148.640015,1149.920044,1142,1142.160034,1142.160034,3587860000
28-09-2010,1142.310059,1150,1132.089966,1147.699951,1147.699951,4025840000
29-09-2010,1146.75,1148.630005,1140.26001,1144.72998,1144.72998,3990280000
30-09-2010,1145.969971,1157.160034,1136.079956,1141.199951,1141.199951,4284160000
01-10-2010,1143.48999,1150.300049,1139.420044,1146.23999,1146.23999,4298910000
04-10-2010,1144.959961,1148.160034,1131.869995,1137.030029,1137.030029,3604110000
05-10-2010,1140.680054,1162.76001,1140.680054,1160.75,1160.75,4068840000
06-10-2010,1159.810059,1162.329956,1154.849976,1159.969971,1159.969971,4073160000
07-10-2010,1161.569946,1163.869995,1151.410034,1158.060059,1158.060059,3910550000
08-10-2010,1158.359985,1167.72998,1155.579956,1165.150024,1165.150024,3871420000
11-10-2010,1165.319946,1168.680054,1162.02002,1165.319946,1165.319946,2505900000
12-10-2010,1164.280029,1172.579956,1155.709961,1169.77002,1169.77002,4076170000
13-10-2010,1171.319946,1184.380005,1171.319946,1178.099976,1178.099976,4969410000
14-10-2010,1177.819946,1178.890015,1166.709961,1173.810059,1173.810059,4969410000
15-10-2010,1177.469971,1181.199951,1167.119995,1176.189941,1176.189941,5724910000
18-10-2010,1176.829956,1185.530029,1174.550049,1184.709961,1184.709961,4450050000
19-10-2010,1178.640015,1178.640015,1159.709961,1165.900024,1165.900024,5600120000
20-10-2010,1166.73999,1182.939941,1166.73999,1178.170044,1178.170044,5027880000
21-10-2010,1179.819946,1189.430054,1171.170044,1180.26001,1180.26001,4625470000
22-10-2010,1180.52002,1183.930054,1178.98999,1183.079956,1183.079956,3177890000
25-10-2010,1184.73999,1196.140015,1184.73999,1185.619995,1185.619995,4221380000
26-10-2010,1184.880005,1187.109985,1177.719971,1185.640015,1185.640015,4203680000
27-10-2010,1183.839966,1183.839966,1171.699951,1182.449951,1182.449951,4335670000
28-10-2010,1184.469971,1189.530029,1177.099976,1183.780029,1183.780029,4283460000
29-10-2010,1183.869995,1185.459961,1179.699951,1183.26001,1183.26001,3537880000
01-11-2010,1185.709961,1195.810059,1177.650024,1184.380005,1184.380005,4129180000
02-11-2010,1187.859985,1195.880005,1187.859985,1193.569946,1193.569946,3866200000
03-11-2010,1193.790039,1198.300049,1183.560059,1197.959961,1197.959961,4665480000
04-11-2010,1198.339966,1221.25,1198.339966,1221.060059,1221.060059,5695470000
05-11-2010,1221.199951,1227.079956,1220.290039,1225.849976,1225.849976,5637460000
08-11-2010,1223.23999,1224.569946,1217.550049,1223.25,1223.25,3937230000
09-11-2010,1223.589966,1226.839966,1208.939941,1213.400024,1213.400024,4848040000
10-11-2010,1213.140015,1218.75,1204.329956,1218.709961,1218.709961,4561300000
11-11-2010,1213.040039,1215.449951,1204.48999,1213.540039,1213.540039,3931120000
12-11-2010,1209.069946,1210.5,1194.079956,1199.209961,1199.209961,4213620000
15-11-2010,1200.439941,1207.430054,1197.150024,1197.75,1197.75,3503370000
16-11-2010,1194.790039,1194.790039,1173,1178.339966,1178.339966,5116380000
17-11-2010,1178.329956,1183.560059,1175.819946,1178.589966,1178.589966,3904780000
18-11-2010,1183.75,1200.290039,1183.75,1196.689941,1196.689941,4687260000
19-11-2010,1196.119995,1199.969971,1189.439941,1199.72998,1199.72998,3675390000
22-11-2010,1198.069946,1198.939941,1184.579956,1197.839966,1197.839966,3689500000
23-11-2010,1192.51001,1192.51001,1176.910034,1180.72998,1180.72998,4133070000
24-11-2010,1183.699951,1198.619995,1183.699951,1198.349976,1198.349976,3384250000
26-11-2010,1194.160034,1194.160034,1186.930054,1189.400024,1189.400024,1613820000
29-11-2010,1189.079956,1190.339966,1173.640015,1187.76001,1187.76001,3673450000
30-11-2010,1182.959961,1187.400024,1174.140015,1180.550049,1180.550049,4284700000
01-12-2010,1186.599976,1207.609985,1186.599976,1206.069946,1206.069946,4548110000
02-12-2010,1206.810059,1221.890015,1206.810059,1221.530029,1221.530029,4970800000
03-12-2010,1219.930054,1225.569946,1216.819946,1224.709961,1224.709961,3735780000
06-12-2010,1223.869995,1225.800049,1220.670044,1223.119995,1223.119995,3527370000
07-12-2010,1227.25,1235.050049,1223.25,1223.75,1223.75,6970630000
08-12-2010,1225.02002,1228.930054,1219.5,1228.280029,1228.280029,4607590000
09-12-2010,1230.140015,1234.709961,1226.849976,1233,1233,4522510000
10-12-2010,1233.849976,1240.400024,1232.579956,1240.400024,1240.400024,4547310000
13-12-2010,1242.52002,1246.72998,1240.339966,1240.459961,1240.459961,4361240000
14-12-2010,1241.839966,1246.589966,1238.170044,1241.589966,1241.589966,4132350000
15-12-2010,1241.579956,1244.25,1234.01001,1235.22998,1235.22998,4407340000
16-12-2010,1236.339966,1243.75,1232.849976,1242.869995,1242.869995,4736820000
17-12-2010,1243.630005,1245.810059,1239.869995,1243.910034,1243.910034,4632470000
20-12-2010,1245.76001,1250.199951,1241.51001,1247.079956,1247.079956,3548140000
21-12-2010,1249.430054,1255.819946,1249.430054,1254.599976,1254.599976,3479670000
